"age","gender","driving_experience","education","income","credit_score","vehicle_ownership","vehicle_year","married","children","annual_mileage","speeding_violations","duis","past_accidents","outcome","zipcode"
"40-64","female","0-9y","high school","upper class",0.683372431697963,"1","after 2015","1","1",NA,0,0,0,"0","1"
"40-64","male","20-29y","university","upper class",NA,"1","after 2015","1","1",9000,4,1,6,"0","1"
"40-64","female","0-9y","university","upper class",0.477941360492192,"1","before 2015","1","1",10000,0,0,0,"1","3"
"16-25","male","0-9y","high school","poverty",0.245532700545416,"1","after 2015","0","1",12000,0,0,0,"0","1"
"40-64","male","20-29y","university","upper class",NA,"1","after 2015","0","0",NA,2,0,0,"0","1"
"65+","male","30y+","high school","upper class",NA,"1","before 2015","1","1",9000,7,0,5,"0","1"
"40-64","male","20-29y","university","upper class",0.485670650752216,"1","after 2015","1","1",12000,2,0,3,"0","1"
"40-64","male","20-29y","high school","middle class",0.619701517563971,"0","before 2015","1","1",13000,4,1,1,"0","1"
"40-64","female","10-19y","university","upper class",0.608930823208526,"1","before 2015","0","0",12000,0,0,0,"0","1"
"16-25","female","0-9y","high school","working class",0.482629166936741,"0","before 2015","0","0",10000,0,0,0,"1","1"
"65+","male","30y+","university","upper class",0.613192585347232,"1","after 2015","1","1",10000,5,0,1,"0","9"
"65+","female","30y+","university","upper class",0.714015340377417,"1","before 2015","1","1",11000,6,0,0,"0","3"
"16-25","male","0-9y","high school","upper class",0.576457900895096,"1","after 2015","0","0",15000,0,0,0,"0","1"
"26-39","female","10-19y","high school","poverty",0.42732061572009,"0","before 2015","0","1",13000,1,0,0,"0","1"
"26-39","female","0-9y","high school","middle class",0.460115198897068,"1","before 2015","1","1",NA,0,0,0,"0","1"
"40-64","female","10-19y","university","upper class",0.625832298312782,"0","before 2015","0","1",12000,0,0,2,"0","1"
"26-39","male","10-19y","university","middle class",0.552228008533393,"1","before 2015","0","1",NA,2,0,2,"0","3"
"26-39","male","0-9y","university","upper class",0.673143366146337,"1","before 2015","0","1",14000,0,0,0,"0","1"
"40-64","female","20-29y","university","upper class",0.64826623609342,"1","before 2015","1","1",6000,6,0,0,"0","3"
"26-39","female","10-19y","none","working class",0.367830357372141,"1","before 2015","0","0",NA,0,0,0,"0","1"
"26-39","female","10-19y","university","working class",0.546501711080079,"1","before 2015","0","1",10000,1,0,1,"0","1"
"65+","male","30y+","university","upper class",0.574571625548669,"1","after 2015","1","1",7000,11,1,3,"0","3"
"40-64","male","10-19y","high school","upper class",NA,"1","after 2015","0","1",10000,0,0,0,"0","9"
"16-25","male","0-9y","high school","poverty",0.334402391969864,"0","before 2015","0","0",NA,0,0,0,"1","1"
"16-25","female","0-9y","high school","working class",0.326439784718217,"1","before 2015","0","0",18000,0,0,0,"1","1"
"40-64","female","20-29y","university","upper class",NA,"0","before 2015","0","1",11000,3,0,3,"0","1"
"16-25","female","0-9y","high school","poverty",0.309253803035853,"1","before 2015","0","1",10000,0,0,0,"1","3"
"26-39","female","10-19y","high school","working class",0.437841466461467,"1","before 2015","0","0",13000,2,0,3,"0","1"
"16-25","male","0-9y","high school","poverty",0.269825795969281,"0","before 2015","1","1",10000,0,0,0,"1","1"
"40-64","female","20-29y","university","upper class",0.775494813369627,"0","after 2015","0","1",14000,3,0,1,"0","1"
"40-64","female","20-29y","university","upper class",0.89629943964603,"1","after 2015","1","1",12000,1,0,1,"0","1"
"26-39","male","10-19y","high school","upper class",0.612118156311002,"1","before 2015","0","0",NA,3,0,1,"0","3"
"26-39","male","10-19y","university","middle class",0.436730509705726,"0","before 2015","0","1",15000,0,0,1,"0","1"
"16-25","male","0-9y","none","poverty",0.393242745441293,"0","before 2015","0","0",NA,0,0,0,"1","1"
"26-39","male","0-9y","high school","poverty",0.328034403502401,"1","before 2015","0","1",12000,0,0,0,"0","1"
"65+","male","30y+","university","upper class",0.726559710043251,"1","before 2015","1","0",12000,11,1,1,"1","3"
"16-25","female","0-9y","none","poverty",0.372425510791425,"0","before 2015","0","0",15000,0,0,0,"1","1"
"26-39","female","10-19y","none","poverty",0.425435036960684,"1","before 2015","0","0",15000,0,0,1,"1","1"
"40-64","male","20-29y","university","upper class",NA,"1","before 2015","0","1",15000,1,0,3,"0","1"
"16-25","male","0-9y","university","working class",0.38178761150099,"0","before 2015","0","0",13000,0,0,0,"0","3"
"16-25","female","0-9y","none","poverty",0.344932877610829,"1","before 2015","0","1",8000,0,0,0,"0","1"
"65+","female","10-19y","none","middle class",0.420849226044482,"0","before 2015","1","1",NA,0,0,1,"0","1"
"26-39","male","0-9y","high school","working class",0.546417410483119,"1","before 2015","0","0",11000,0,0,0,"1","3"
"65+","male","10-19y","university","upper class",0.514060291868455,"1","before 2015","1","1",10000,0,0,2,"0","1"
"40-64","female","20-29y","university","upper class",NA,"1","before 2015","0","0",16000,0,0,0,"0","1"
"26-39","male","0-9y","university","middle class",0.539339218149656,"1","after 2015","0","1",11000,0,0,0,"0","3"
"65+","female","20-29y","high school","upper class",0.581189969315284,"1","after 2015","1","1",10000,2,0,5,"0","1"
"65+","female","10-19y","university","upper class",0.648477343331461,"1","before 2015","1","1",8000,0,0,0,"0","1"
"26-39","male","10-19y","university","middle class",0.573730083362014,"1","before 2015","0","1",12000,1,0,1,"0","1"
"40-64","female","10-19y","university","upper class",0.637534569197519,"0","after 2015","0","1",14000,0,0,0,"1","2"
"65+","male","20-29y","high school","upper class",0.599864028216169,"1","before 2015","1","1",NA,3,2,6,"0","1"
"40-64","male","20-29y","high school","upper class",0.64983655627197,"1","before 2015","0","1",10000,1,2,4,"0","1"
"26-39","female","10-19y","high school","middle class",0.59493177146643,"1","before 2015","1","1",8000,1,0,0,"0","1"
"26-39","male","0-9y","university","upper class",0.649415084247235,"1","after 2015","1","1",10000,0,0,0,"0","1"
"26-39","female","10-19y","high school","working class",0.384465112644945,"1","before 2015","1","1",11000,0,1,2,"0","1"
"40-64","female","20-29y","none","working class",NA,"0","before 2015","1","1",11000,1,0,1,"0","9"
"40-64","female","10-19y","high school","middle class",0.458119518611083,"0","after 2015","0","1",13000,0,0,0,"1","1"
"26-39","female","10-19y","high school","working class",0.244935369659206,"0","before 2015","0","1",8000,1,0,2,"0","1"
"16-25","female","0-9y","high school","poverty",0.391063130254507,"0","before 2015","0","0",14000,0,0,0,"1","3"
"40-64","female","20-29y","university","upper class",0.60393525167274,"1","after 2015","1","1",9000,1,0,3,"0","1"
"40-64","male","20-29y","university","upper class",0.519066677206914,"1","before 2015","1","1",11000,1,0,5,"0","1"
"26-39","female","10-19y","high school","poverty",0.419734100587683,"1","before 2015","0","0",13000,3,0,0,"1","3"
"16-25","female","0-9y","university","middle class",0.642753891813185,"1","after 2015","0","0",15000,0,0,0,"1","2"
"16-25","female","0-9y","none","poverty",0.418555966352958,"0","before 2015","0","0",13000,0,0,0,"1","3"
"40-64","male","20-29y","university","upper class",0.546522214689749,"1","before 2015","1","0",9000,3,0,5,"0","1"
"40-64","male","20-29y","high school","middle class",0.426035494012116,"0","before 2015","1","1",10000,4,0,1,"0","1"
"40-64","female","10-19y","university","upper class",0.686868428091365,"1","after 2015","1","0",14000,0,0,0,"0","1"
"40-64","female","20-29y","university","upper class",NA,"1","after 2015","1","1",11000,1,1,0,"0","1"
"26-39","female","0-9y","none","working class",0.602763003703188,"1","after 2015","0","1",13000,0,0,0,"0","1"
"16-25","male","0-9y","high school","upper class",0.492530082002467,"1","before 2015","0","0",18000,0,0,0,"1","1"
"26-39","male","10-19y","university","middle class",0.546371014986937,"1","before 2015","1","1",11000,2,0,2,"1","1"
"26-39","male","10-19y","none","poverty",0.422294493584488,"0","before 2015","0","0",14000,3,0,0,"1","3"
"26-39","male","10-19y","none","poverty",0.322694867693538,"0","before 2015","0","0",10000,4,0,0,"1","3"
"26-39","female","10-19y","university","upper class",0.649930282754202,"0","before 2015","0","0",13000,0,1,2,"1","1"
"40-64","female","10-19y","high school","working class",0.439210810612948,"1","before 2015","0","1",NA,0,1,0,"0","1"
"26-39","male","10-19y","university","upper class",0.642622682675734,"1","after 2015","1","1",9000,3,0,3,"0","1"
"40-64","male","0-9y","none","working class",NA,"1","before 2015","0","1",16000,0,0,0,"1","1"
"26-39","female","10-19y","high school","middle class",0.598520771883958,"1","after 2015","1","1",15000,1,0,1,"0","1"
"40-64","male","10-19y","university","upper class",0.611328817884261,"1","before 2015","1","1",NA,4,0,4,"0","1"
"26-39","male","10-19y","high school","middle class",0.383807901569207,"1","before 2015","0","0",14000,3,0,2,"1","1"
"40-64","female","20-29y","high school","upper class",0.544068698459991,"1","before 2015","1","1",12000,2,0,3,"0","1"
"16-25","male","0-9y","high school","working class",0.270178089398593,"1","after 2015","0","0",13000,0,0,0,"1","1"
"65+","male","20-29y","university","upper class",0.576897338932622,"1","after 2015","1","1",11000,4,1,0,"1","2"
"26-39","female","0-9y","university","upper class",NA,"1","after 2015","0","0",14000,0,0,0,"0","1"
"40-64","female","20-29y","none","middle class",0.621186659206043,"1","after 2015","0","1",12000,2,0,0,"0","1"
"26-39","male","10-19y","university","upper class",0.722297312752245,"1","before 2015","1","0",10000,2,0,2,"0","1"
"26-39","female","0-9y","university","middle class",0.66741769644719,"1","before 2015","1","1",12000,0,0,0,"1","1"
"40-64","female","20-29y","high school","middle class",NA,"1","before 2015","1","1",11000,2,0,0,"0","9"
"65+","female","0-9y","university","upper class",0.778362761838963,"0","before 2015","1","1",9000,0,0,0,"1","3"
"26-39","female","10-19y","university","upper class",NA,"1","before 2015","1","1",10000,1,0,0,"0","9"
"65+","female","30y+","university","upper class",0.682465107090129,"0","before 2015","0","1",8000,2,0,5,"0","3"
"16-25","female","0-9y","university","middle class",NA,"1","after 2015","0","0",17000,0,0,0,"0","1"
"40-64","female","0-9y","university","upper class",0.63694462214064,"1","before 2015","1","0",12000,0,0,0,"0","1"
"16-25","female","0-9y","none","poverty",0.408436787392053,"1","before 2015","0","1",NA,0,0,0,"1","3"
"26-39","male","0-9y","university","upper class",0.719644362517525,"1","after 2015","0","0",NA,0,0,0,"0","1"
"26-39","male","10-19y","high school","upper class",0.64797704636493,"1","after 2015","1","1",11000,1,0,2,"0","9"
"40-64","male","0-9y","university","upper class",0.626638095087831,"1","after 2015","1","0",NA,0,0,0,"0","1"
"40-64","male","20-29y","none","middle class",0.465411593573846,"1","before 2015","0","1",14000,3,0,1,"0","1"
"16-25","male","0-9y","high school","working class",0.511626361977863,"1","before 2015","0","0",15000,0,0,0,"1","9"
"40-64","female","0-9y","high school","upper class",0.550168973228,"1","before 2015","1","0",14000,0,0,0,"0","1"
"16-25","male","0-9y","high school","poverty",0.280058952547863,"0","before 2015","0","1",11000,0,0,0,"1","1"
"26-39","female","10-19y","university","upper class",0.598630698841068,"0","before 2015","0","0",15000,0,0,0,"0","1"
"40-64","female","20-29y","university","upper class",0.705993113580296,"1","before 2015","1","1",10000,3,1,0,"0","3"
"16-25","female","0-9y","none","poverty",NA,"0","after 2015","0","0",12000,0,0,0,"0","3"
"16-25","male","0-9y","none","working class",NA,"1","before 2015","1","1",8000,0,0,0,"1","1"
"26-39","male","10-19y","none","working class",0.445853752194565,"0","before 2015","0","0",16000,1,0,0,"0","1"
"40-64","female","10-19y","university","middle class",0.33940546590511,"1","before 2015","1","1",11000,1,0,2,"0","1"
"26-39","female","10-19y","university","working class",0.609001564277261,"1","before 2015","0","0",14000,0,0,0,"0","1"
"40-64","female","10-19y","university","upper class",0.64134397577954,"1","before 2015","1","1",10000,1,0,2,"0","1"
"40-64","female","20-29y","university","upper class",0.542753891805678,"1","after 2015","0","1",NA,0,0,0,"0","1"
"26-39","female","10-19y","none","poverty",0.393021167653828,"0","before 2015","0","1",12000,1,0,0,"1","1"
"26-39","male","10-19y","high school","middle class",0.667509020322378,"1","before 2015","0","0",14000,2,0,3,"0","1"
"40-64","female","20-29y","none","working class",NA,"0","after 2015","0","1",11000,2,1,2,"0","3"
"16-25","female","0-9y","university","working class",0.445156719945993,"0","before 2015","0","1",10000,0,0,0,"1","2"
"40-64","male","20-29y","university","upper class",0.59114746459626,"1","before 2015","0","1",10000,2,1,6,"0","1"
"40-64","female","10-19y","university","upper class",0.651104938554901,"0","before 2015","1","1",10000,1,0,1,"0","1"
"65+","male","30y+","university","upper class",0.557101685534621,"1","after 2015","0","1",10000,9,0,3,"0","1"
"40-64","female","20-29y","high school","upper class",NA,"1","before 2015","0","1",11000,1,0,1,"0","1"
"26-39","male","10-19y","university","upper class",0.413676098567692,"0","before 2015","0","1",14000,0,0,3,"1","1"
"40-64","male","20-29y","high school","working class",0.383753923388643,"0","before 2015","0","1",16000,2,0,6,"1","1"
"65+","female","30y+","none","middle class",0.507586013528254,"0","before 2015","1","1",13000,0,0,7,"0","1"
"26-39","male","0-9y","high school","working class",0.502871330570436,"1","after 2015","0","1",16000,0,0,0,"0","1"
"26-39","female","0-9y","high school","middle class",0.520870840417634,"1","before 2015","1","1",NA,0,0,0,"0","1"
"26-39","male","10-19y","none","poverty",0.346894071080607,"0","before 2015","0","1",12000,0,0,1,"0","1"
"65+","male","30y+","university","upper class",0.755024092977098,"0","after 2015","1","1",8000,3,1,10,"0","1"
"16-25","male","0-9y","high school","working class",0.378074199820981,"0","before 2015","1","0",12000,0,0,0,"1","1"
"26-39","female","10-19y","high school","poverty",0.617332926897981,"1","before 2015","0","1",13000,0,0,0,"0","1"
"16-25","male","0-9y","university","poverty",0.215443692063603,"0","before 2015","0","1",13000,0,0,0,"1","1"
"65+","male","0-9y","university","upper class",0.56240902258592,"1","before 2015","1","1",11000,0,0,0,"0","1"
"65+","female","20-29y","university","upper class",0.685876327938559,"1","before 2015","1","1",14000,2,0,1,"0","1"
"16-25","male","0-9y","none","poverty",0.23235342034692,"1","before 2015","0","1",12000,0,0,0,"0","1"
"40-64","male","20-29y","high school","middle class",0.454869385300365,"1","before 2015","1","1",9000,3,1,3,"0","1"
"40-64","male","20-29y","university","upper class",0.464138024110599,"1","before 2015","1","1",12000,0,2,5,"0","1"
"65+","male","30y+","high school","upper class",0.542438698252565,"1","after 2015","1","1",13000,5,1,3,"0","1"
"16-25","female","0-9y","none","poverty",0.299115912105498,"1","before 2015","0","0",13000,0,0,0,"0","1"
"40-64","female","20-29y","university","upper class",NA,"1","before 2015","1","1",9000,4,0,1,"0","9"
"16-25","female","0-9y","high school","middle class",0.463801733466095,"1","after 2015","0","0",14000,0,0,0,"0","1"
"16-25","male","0-9y","university","middle class",0.333916422790795,"1","before 2015","1","1",8000,0,0,0,"1","1"
"16-25","female","0-9y","high school","poverty",0.412393401516959,"1","before 2015","0","0",14000,0,0,0,"1","1"
"26-39","female","10-19y","high school","middle class",0.616592477705868,"1","before 2015","1","1",10000,1,1,1,"0","3"
"65+","male","30y+","university","upper class",0.638125249305119,"1","before 2015","1","1",9000,4,0,6,"0","1"
"40-64","male","0-9y","university","upper class",0.660440442589208,"1","before 2015","0","1",10000,0,0,0,"1","3"
"40-64","male","20-29y","university","upper class",0.574770549822226,"1","after 2015","0","0",17000,0,2,1,"0","1"
"26-39","female","10-19y","university","upper class",0.70497019819329,"1","before 2015","1","1",7000,3,0,4,"0","3"
"16-25","male","0-9y","none","poverty",0.285438522406551,"0","before 2015","0","0",13000,0,0,0,"1","1"
"40-64","female","20-29y","high school","middle class",0.501061434639571,"1","after 2015","1","0",11000,4,1,0,"0","3"
"26-39","male","0-9y","high school","working class",0.407495590290925,"1","before 2015","0","0",13000,0,0,0,"1","3"
"65+","male","30y+","none","poverty",0.498723686265529,"0","after 2015","0","1",13000,6,0,2,"0","9"
"16-25","female","0-9y","high school","working class",0.431594719431847,"0","before 2015","0","0",10000,0,0,0,"1","3"
"65+","male","0-9y","high school","upper class",0.586645343924492,"1","after 2015","0","1",7000,0,0,0,"0","3"
"16-25","male","0-9y","high school","poverty",0.244800637971111,"1","before 2015","1","0",14000,0,0,0,"1","1"
"26-39","female","10-19y","none","poverty",0.296405302433211,"1","before 2015","0","1",15000,0,0,1,"0","1"
"26-39","female","0-9y","high school","upper class",0.79911424570042,"1","after 2015","1","1",5000,0,0,0,"0","3"
"65+","female","30y+","university","upper class",0.62600970359938,"1","after 2015","1","1",NA,0,0,2,"0","1"
"26-39","female","10-19y","high school","working class",0.504515746865787,"1","before 2015","1","0",9000,2,0,0,"0","1"
"40-64","male","0-9y","none","poverty",0.278720078950612,"0","before 2015","1","1",15000,0,0,0,"0","1"
"16-25","male","0-9y","high school","poverty",0.365176773712888,"0","before 2015","0","1",7000,0,0,0,"1","1"
"26-39","male","0-9y","high school","middle class",NA,"0","before 2015","0","0",14000,0,0,0,"0","1"
"40-64","male","0-9y","university","upper class",0.685485062338121,"1","before 2015","0","1",11000,0,0,0,"1","1"
"26-39","male","0-9y","none","poverty",0.41215124533451,"0","before 2015","0","1",8000,0,0,0,"1","1"
"16-25","male","0-9y","high school","poverty",0.299147709976305,"1","before 2015","0","1",13000,0,0,0,"1","1"
"26-39","male","10-19y","university","middle class",0.60766887197485,"0","before 2015","0","0",16000,3,1,0,"1","1"
"65+","male","30y+","high school","upper class",0.738787651670836,"1","after 2015","0","0",13000,7,2,4,"0","1"
"26-39","female","10-19y","high school","working class",0.426398086613306,"0","before 2015","0","1",14000,0,0,0,"0","1"
"16-25","female","0-9y","high school","working class",0.503454287259761,"1","after 2015","0","0",15000,0,0,0,"0","1"
"26-39","female","10-19y","high school","working class",0.489145819344778,"1","before 2015","1","1",10000,0,0,0,"0","1"
"40-64","male","20-29y","university","upper class",0.71540703739438,"1","before 2015","1","1",13000,4,0,2,"0","1"
"26-39","female","10-19y","none","poverty",0.477748882297493,"1","before 2015","0","0",16000,0,0,0,"0","1"
"26-39","male","0-9y","university","middle class",0.617759119246532,"1","before 2015","0","0",NA,0,0,0,"1","1"
"40-64","female","20-29y","high school","upper class",0.550012456103412,"1","after 2015","1","1",NA,1,0,0,"0","1"
"40-64","female","20-29y","none","poverty",NA,"0","before 2015","1","1",7000,0,0,2,"0","1"
"65+","male","30y+","high school","upper class",0.658710110609444,"1","before 2015","1","1",10000,4,0,1,"0","1"
"40-64","female","20-29y","university","middle class",0.700559218570289,"1","after 2015","1","1",12000,2,0,0,"1","2"
"65+","female","20-29y","high school","upper class",0.634387168798637,"0","before 2015","1","1",7000,0,0,1,"1","3"
"40-64","male","10-19y","high school","working class",0.195816511650441,"0","before 2015","0","1",11000,0,0,2,"1","3"
"65+","male","30y+","university","upper class",0.793694017187303,"1","before 2015","1","1",10000,4,0,5,"0","1"
"65+","male","10-19y","university","upper class",NA,"1","before 2015","1","1",11000,1,0,2,"0","1"
"26-39","male","10-19y","university","middle class",0.451003532523915,"1","before 2015","0","1",NA,0,1,1,"0","1"
"65+","female","30y+","high school","middle class",0.676270832837679,"0","before 2015","1","1",8000,2,0,4,"0","1"
"26-39","male","10-19y","high school","working class",0.636109216076612,"0","before 2015","1","0",15000,1,0,0,"1","1"
"16-25","female","0-9y","none","poverty",NA,"0","after 2015","0","1",11000,0,0,0,"0","1"
"65+","female","30y+","university","upper class",0.706051203556545,"1","before 2015","0","1",13000,1,2,2,"0","1"
"26-39","male","10-19y","university","upper class",0.642966482369363,"1","before 2015","0","0",14000,0,0,0,"0","1"
"26-39","male","10-19y","none","poverty",0.361735861979035,"0","after 2015","1","1",10000,1,0,4,"0","1"
"40-64","male","20-29y","none","working class",NA,"1","before 2015","1","1",10000,5,0,1,"0","3"
"16-25","female","0-9y","high school","working class",0.356589005878555,"0","before 2015","0","1",14000,0,0,0,"1","1"
"26-39","female","10-19y","university","middle class",0.434664192019888,"1","before 2015","1","1",NA,3,0,1,"0","3"
"65+","female","30y+","high school","upper class",0.555659815890232,"0","before 2015","1","1",7000,1,0,1,"0","1"
"26-39","male","10-19y","high school","middle class",0.547562549611491,"1","before 2015","1","0",12000,1,1,1,"0","1"
"16-25","male","0-9y","high school","working class",NA,"1","before 2015","0","1",NA,0,0,0,"0","1"
"26-39","female","10-19y","none","poverty",0.298974286154809,"0","before 2015","0","1",12000,0,0,1,"0","1"
"26-39","male","10-19y","university","working class",NA,"1","before 2015","0","1",9000,4,1,3,"0","3"
"16-25","female","0-9y","high school","poverty",0.436473841145233,"1","before 2015","1","1",12000,0,0,0,"0","1"
"65+","female","30y+","university","upper class",0.710357999992468,"1","before 2015","1","1",13000,0,0,4,"0","1"
"40-64","male","20-29y","high school","middle class",0.567909243882769,"1","before 2015","0","0",18000,2,0,1,"0","1"
"16-25","male","0-9y","university","working class",0.330943392405056,"1","before 2015","0","0",15000,0,0,0,"0","1"
"26-39","male","10-19y","none","poverty",0.251388175502615,"0","before 2015","0","0",NA,0,0,0,"1","1"
"65+","female","0-9y","university","upper class",0.594566425874322,"1","after 2015","0","1",13000,0,0,0,"0","1"
"16-25","female","0-9y","high school","working class",0.398508073659295,"1","before 2015","1","0",11000,0,0,0,"0","1"
"26-39","male","10-19y","high school","working class",0.366996157363832,"0","before 2015","1","0",NA,1,0,4,"1","1"
"40-64","female","20-29y","none","middle class",0.410126059944414,"1","before 2015","1","1",11000,0,1,2,"0","1"
"26-39","female","10-19y","high school","working class",0.430181857442972,"1","before 2015","1","1",13000,0,0,0,"0","1"
"40-64","male","20-29y","high school","middle class",0.520280089270997,"1","before 2015","1","1",10000,6,0,0,"0","3"
"40-64","male","20-29y","none","middle class",0.403580961925269,"0","before 2015","0","1",8000,7,0,1,"1","3"
"40-64","female","10-19y","university","upper class",0.72851460888228,"1","before 2015","1","1",NA,1,0,0,"0","3"
"40-64","male","20-29y","university","upper class",0.681105902712889,"0","before 2015","1","1",10000,5,2,3,"0","1"
"26-39","female","0-9y","high school","upper class",0.58953622666584,"0","before 2015","1","0",10000,0,0,0,"0","3"
"65+","female","10-19y","high school","upper class",0.657106391458605,"1","before 2015","0","1",NA,0,0,0,"1","1"
"65+","male","30y+","high school","upper class",0.73090969786636,"1","before 2015","1","1",9000,7,0,4,"0","1"
"65+","female","10-19y","high school","upper class",0.692112519652541,"1","before 2015","1","1",13000,0,0,0,"0","1"
"16-25","female","0-9y","high school","poverty",NA,"0","before 2015","0","0",19000,0,0,0,"1","1"
"26-39","male","0-9y","high school","upper class",0.61390499827585,"1","before 2015","0","1",10000,0,0,0,"1","1"
"40-64","male","10-19y","high school","upper class",0.620612665125384,"1","before 2015","1","0",10000,0,1,1,"1","3"
"26-39","female","10-19y","high school","working class",0.609764895926861,"1","before 2015","1","1",8000,0,1,1,"0","1"
"40-64","female","0-9y","high school","middle class",0.563270376867082,"1","before 2015","0","0",13000,0,0,0,"0","1"
"16-25","female","0-9y","none","poverty",0.463302780357246,"0","before 2015","0","0",17000,0,0,0,"1","1"
"16-25","female","0-9y","none","poverty",0.345542192545201,"1","before 2015","0","0",19000,0,0,0,"1","1"
"40-64","female","20-29y","none","upper class",0.78982737587434,"1","after 2015","1","1",10000,6,0,0,"0","3"
"40-64","male","20-29y","high school","middle class",0.715973963730355,"1","after 2015","1","1",7000,3,0,4,"0","1"
"40-64","female","0-9y","high school","upper class",0.670673498113861,"1","after 2015","1","1",10000,0,0,0,"0","1"
"40-64","female","0-9y","university","upper class",NA,"1","before 2015","1","1",13000,0,0,0,"0","1"
"65+","male","20-29y","university","upper class",0.646522278770362,"1","before 2015","1","1",12000,4,0,4,"0","1"
"16-25","female","0-9y","high school","poverty",0.468177122174455,"0","before 2015","0","0",12000,0,0,0,"1","1"
"26-39","female","10-19y","high school","working class",0.382457896151423,"1","before 2015","0","0",14000,0,0,5,"0","1"
"40-64","male","20-29y","university","upper class",0.686856118862052,"1","after 2015","1","1",12000,4,1,2,"0","1"
"40-64","female","0-9y","university","upper class",NA,"1","after 2015","1","1",10000,0,0,0,"0","1"
"40-64","female","0-9y","high school","upper class",0.53959278002489,"1","after 2015","0","1",13000,0,0,0,"0","1"
"26-39","male","10-19y","university","upper class",0.47267740652483,"1","after 2015","1","1",NA,3,0,1,"0","1"
"40-64","female","20-29y","university","upper class",0.587048707520263,"1","before 2015","1","1",9000,3,0,1,"0","3"
"65+","female","30y+","university","upper class",0.671187248278194,"1","before 2015","1","1",NA,7,0,2,"0","1"
"16-25","female","0-9y","high school","middle class",0.554470838088714,"1","before 2015","1","1",6000,0,0,0,"1","3"
"26-39","female","10-19y","high school","middle class",NA,"1","before 2015","0","1",13000,1,0,0,"0","1"
"26-39","female","10-19y","university","upper class",0.477523513380546,"1","before 2015","1","0",12000,1,0,1,"0","1"
"40-64","female","20-29y","high school","upper class",0.661171057689008,"1","before 2015","0","0",14000,2,0,2,"0","1"
"40-64","male","10-19y","high school","working class",0.329995880028138,"0","before 2015","0","0",NA,9,0,2,"1","3"
"26-39","male","0-9y","university","upper class",0.456225048563636,"1","after 2015","0","1",13000,0,0,0,"0","1"
"65+","male","30y+","high school","upper class",0.478057308595525,"1","after 2015","1","1",15000,5,1,1,"0","1"
"26-39","male","10-19y","university","working class",0.390847395278066,"1","before 2015","1","0",15000,0,0,2,"1","1"
"40-64","male","20-29y","none","working class",0.246419584858432,"1","after 2015","1","0",11000,2,1,3,"0","1"
"16-25","male","0-9y","high school","poverty",0.206291728103729,"0","before 2015","0","1",14000,0,0,0,"1","1"
"65+","male","30y+","university","upper class",0.617116574376296,"1","after 2015","1","1",8000,6,0,10,"0","1"
"65+","female","0-9y","university","upper class",NA,"1","before 2015","1","1",11000,0,0,0,"0","1"
"65+","female","0-9y","high school","middle class",0.587737347875935,"1","after 2015","0","1",9000,0,0,0,"0","3"
"40-64","female","20-29y","high school","middle class",NA,"1","before 2015","1","1",10000,1,1,2,"0","1"
"26-39","male","10-19y","none","poverty",NA,"0","before 2015","0","1",16000,3,0,1,"0","1"
"65+","male","30y+","high school","upper class",0.57759477936945,"1","after 2015","1","1",12000,3,1,2,"0","1"
"65+","female","30y+","university","upper class",0.646972072593087,"1","before 2015","1","0",11000,0,2,0,"0","1"
"16-25","female","0-9y","high school","working class",NA,"1","before 2015","1","0",NA,0,0,0,"0","1"
"26-39","female","0-9y","high school","upper class",0.551292360485549,"1","before 2015","0","1",10000,0,0,0,"0","1"
"16-25","female","0-9y","high school","middle class",0.539064792894624,"0","before 2015","0","0",15000,0,0,0,"1","1"
"40-64","female","20-29y","high school","upper class",0.701550421174575,"1","after 2015","1","1",10000,1,0,0,"0","1"
"40-64","female","10-19y","university","upper class",0.594335101795627,"1","before 2015","1","1",5000,1,0,0,"0","3"
"40-64","male","20-29y","university","upper class",0.58510429705876,"1","after 2015","1","1",10000,2,0,6,"0","1"
"65+","female","10-19y","university","upper class",NA,"1","before 2015","1","1",12000,0,0,0,"0","1"
"40-64","female","20-29y","high school","upper class",0.725625592432883,"1","after 2015","1","1",5000,2,0,0,"0","3"
"40-64","female","0-9y","university","upper class",0.628243560424702,"1","before 2015","0","1",12000,0,0,0,"1","9"
"16-25","female","0-9y","none","poverty",0.269076355231675,"1","before 2015","0","0",17000,0,0,0,"1","1"
"40-64","female","20-29y","university","upper class",0.642173425440601,"1","after 2015","1","1",10000,1,0,0,"0","9"
"26-39","male","10-19y","high school","middle class",0.38509426730989,"0","before 2015","0","0",NA,1,0,1,"0","1"
"26-39","male","10-19y","high school","working class",0.459238002115093,"0","before 2015","0","0",14000,1,0,1,"1","1"
"40-64","male","20-29y","university","upper class",0.712479022133105,"1","after 2015","0","1",9000,2,1,5,"0","1"
"40-64","male","20-29y","high school","upper class",0.827209602308556,"1","before 2015","1","1",9000,8,1,2,"0","3"
"40-64","female","0-9y","university","upper class",0.588528673942692,"1","after 2015","0","1",10000,0,0,0,"0","1"
"26-39","female","10-19y","high school","upper class",0.416687975770655,"0","after 2015","0","0",NA,1,0,0,"1","3"
"16-25","female","0-9y","none","poverty",0.325989020298426,"0","before 2015","0","0",8000,0,0,0,"1","1"
"40-64","male","20-29y","university","upper class",0.44037117766112,"1","after 2015","1","1",9000,5,0,5,"0","1"
